Number,Name,Type_1,Type_2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,isLegendary,Color,hasGender,Pr_Male,Egg_Group_1,Egg_Group_2,hasMegaEvolution,Height_m,Weight_kg,Catch_Rate,Body_Style
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,False,Grey,True,0.5,Fairy,Mineral,False,0.71,16.8,190,bipedal_tailless
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False,Grey,True,0.5,Fairy,Mineral,True,1.50,256.5,75,head_only
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,Blue,True,0.5,Water_1,Field,False,0.79,39.5,255,with_fins
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,Blue,True,0.5,Water_1,Field,False,1.09,87.6,120,with_fins
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,Blue,True,0.5,Water_1,Field,False,1.40,150.6,45,quadruped
366,Clamperl,Water,,345,35,64,85,74,55,32,3,False,Blue,True,0.5,Water_1,,False,0.41,52.5,255,head_only
367,Huntail,Water,,485,55,104,105,94,75,52,3,False,Blue,True,0.5,Water_1,,False,1.70,27.0,60,serpentine_body
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,Pink,True,0.5,Water_1,,False,1.80,22.6,60,serpentine_body
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,Grey,True,0.875,Water_1,Water_2,False,0.99,23.4,25,with_fins
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,Pink,True,0.25,Water_2,,False,0.61,8.7,225,with_fins
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,Blue,True,0.5,Dragon,,False,0.61,42.1,45,bipedal_tailless
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,White,True,0.5,Dragon,,False,1.09,110.5,45,quadruped
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,Blue,True,0.5,Dragon,,True,1.50,102.6,45,quadruped
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,Blue,False,,Mineral,,False,0.61,95.2,3,head_base
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,Blue,False,,Mineral,,False,1.19,202.5,3,head_arms
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,Blue,False,,Mineral,,True,1.60,550.0,3,multiple_bodies
377,Regirock,Rock,,580,80,100,200,50,100,50,3,True,Brown,False,,Undiscovered,,False,1.70,230.0,3,bipedal_tailless
378,Regice,Ice,,580,80,50,100,100,200,50,3,True,Blue,False,,Undiscovered,,False,1.80,175.0,3,bipedal_tailless
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True,Grey,False,,Undiscovered,,False,1.91,205.0,3,bipedal_tailless
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,Red,True,0,Undiscovered,,True,1.40,40.0,3,two_wings
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,Blue,True,1,Undiscovered,,True,2.01,60.0,3,two_wings
382,Kyogre,Water,,670,100,100,90,150,140,90,3,True,Blue,False,,Undiscovered,,False,4.50,352.0,3,with_fins
383,Groudon,Ground,,670,100,150,140,100,90,90,3,True,Red,False,,Undiscovered,,False,3.51,950.0,3,bipedal_tailed
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,Green,False,,Undiscovered,,True,7.01,206.5,45,serpentine_body
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,Yellow,False,,Undiscovered,,False,0.30,1.1,3,bipedal_tailless
386,Deoxys,Psychic,,600,50,150,50,150,50,150,3,True,Red,False,,Undiscovered,,False,1.70,60.8,3,bipedal_tailless
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,Green,True,0.875,Monster,Grass,False,0.41,10.2,45,quadruped
388,Grotle,Grass,,405,75,89,85,55,65,36,4,False,Green,True,0.875,Monster,Grass,False,1.09,97.0,45,quadruped
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,Green,True,0.875,Monster,Grass,False,2.21,310.0,45,quadruped
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,Brown,True,0.875,Field,Human-Like,False,0.51,6.2,45,bipedal_tailed
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,Brown,True,0.875,Field,Human-Like,False,0.89,22.0,45,bipedal_tailed
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,Brown,True,0.875,Field,Human-Like,False,1.19,55.0,45,bipedal_tailed
393,Piplup,Water,,314,53,51,53,61,56,40,4,False,Blue,True,0.875,Water_1,Field,False,0.41,5.2,45,bipedal_tailless
394,Prinplup,Water,,405,64,66,68,81,76,50,4,False,Blue,True,0.875,Water_1,Field,False,0.79,23.0,45,bipedal_tailed
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,Blue,True,0.875,Water_1,Field,False,1.70,84.5,45,bipedal_tailed
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,Brown,True,0.5,Flying,,False,0.30,2.0,255,two_wings
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,Brown,True,0.5,Flying,,False,0.61,15.5,120,two_wings
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,Brown,True,0.5,Flying,,False,1.19,24.9,45,two_wings
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,Brown,True,0.5,Water_1,Field,False,0.51,20.0,255,quadruped
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,Brown,True,0.5,Water_1,Field,False,0.99,31.5,127,bipedal_tailed
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,Red,True,0.5,Bug,,False,0.30,2.2,255,bipedal_tailless
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,Red,True,0.5,Bug,,False,0.99,25.5,45,four_wings
403,Shinx,Electric,,263,45,65,34,40,34,45,4,False,Blue,True,0.5,Field,,False,0.51,9.5,235,quadruped
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False,Blue,True,0.5,Field,,False,0.89,30.5,120,quadruped
405,Luxray,Electric,,523,80,120,79,95,79,70,4,False,Blue,True,0.5,Field,,False,1.40,42.0,45,quadruped
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,Green,True,0.5,Undiscovered,,False,0.20,1.2,255,bipedal_tailless
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,Green,True,0.5,Fairy,Grass,False,0.89,14.5,75,bipedal_tailless
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,Blue,True,0.875,Monster,,False,0.89,31.5,45,bipedal_tailed
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,Blue,True,0.875,Monster,,False,1.60,102.5,45,bipedal_tailed
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,Grey,True,0.875,Monster,,False,0.51,57.0,45,quadruped
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,Grey,True,0.875,Monster,,False,1.30,149.5,45,quadruped
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False,Grey,True,0.5,Bug,,False,0.20,3.4,120,head_base
413,Wormadam,Bug,Grass,424,60,59,85,79,105,36,4,False,Grey,True,0,Bug,,False,0.51,6.5,45,head_base
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,Yellow,True,1,Bug,,False,0.89,23.3,45,four_wings
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,Yellow,True,0.875,Bug,,False,0.30,5.5,120,multiple_bodies
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,Yellow,True,0,Bug,,False,1.19,38.5,45,four_wings
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,White,True,0.5,Field,Fairy,False,0.41,3.9,200,quadruped
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,Brown,True,0.5,Water_1,Field,False,0.71,29.5,190,quadruped
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,Brown,True,0.5,Water_1,Field,False,1.09,33.5,75,quadruped
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,Pink,True,0.5,Fairy,Grass,False,0.41,3.3,190,multiple_bodies
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,Pink,True,0.5,Fairy,Grass,False,0.51,9.3,75,head_legs
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,Purple,True,0.5,Water_1,Amorphous,False,0.30,6.3,190,serpentine_body
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,Purple,True,0.5,Water_1,Amorphous,False,0.89,29.9,75,serpentine_body
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,Purple,True,0.5,Field,,False,1.19,20.3,45,bipedal_tailed
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,Purple,True,0.5,Amorphous,,False,0.41,1.2,125,head_arms
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,Purple,True,0.5,Amorphous,,False,1.19,15.0,60,head_arms
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,Brown,True,0.5,Field,Human-Like,False,0.41,5.5,190,bipedal_tailed
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,Brown,True,0.5,Field,Human-Like,True,1.19,33.3,60,bipedal_tailed
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,Purple,True,0.5,Amorphous,,False,0.89,4.4,45,head_only
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,Black,True,0.5,Flying,,False,0.89,27.3,30,two_wings
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,Grey,True,0.25,Field,,False,0.51,3.9,190,quadruped
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,Grey,True,0.25,Field,,False,0.99,43.8,75,quadruped
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,Yellow,True,0.5,Undiscovered,,False,0.20,0.6,120,bipedal_tailless
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,Purple,True,0.5,Field,,False,0.41,19.2,225,quadruped
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,Purple,True,0.5,Field,,False,0.99,38.0,60,quadruped
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,Green,False,,Mineral,,False,0.51,60.5,255,head_only
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,Green,False,,Mineral,,False,1.30,187.0,90,head_arms
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,Brown,True,0.5,Undiscovered,,False,0.51,15.0,255,head_legs
439,Mime_Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,Pink,True,0.5,Undiscovered,,False,0.61,13.0,145,bipedal_tailless
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,Pink,True,0,Undiscovered,,False,0.61,24.4,130,bipedal_tailless
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,Black,True,0.5,Flying,,False,0.51,1.9,30,two_wings
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,Purple,True,0.5,Amorphous,,False,0.99,108.0,100,head_base
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,Blue,True,0.5,Monster,Dragon,False,0.71,20.5,45,bipedal_tailed
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,Blue,True,0.5,Monster,Dragon,False,1.40,56.0,45,bipedal_tailed
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,Blue,True,0.5,Monster,Dragon,True,1.91,95.0,45,bipedal_tailed
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,Black,True,0.875,Undiscovered,,False,0.61,105.0,50,bipedal_tailless
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,Blue,True,0.875,Undiscovered,,False,0.71,20.2,75,bipedal_tailed
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,Blue,True,0.875,Field,Human-Like,True,1.19,54.0,45,bipedal_tailed
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,Brown,True,0.5,Field,,False,0.79,49.5,140,quadruped
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,Brown,True,0.5,Field,,False,2.01,300.0,60,quadruped
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,Purple,True,0.5,Bug,Water_3,False,0.79,12.0,120,insectoid
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,Purple,True,0.5,Bug,Water_3,False,1.30,61.5,45,insectoid
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,Blue,True,0.5,Human-Like,,False,0.71,23.0,140,bipedal_tailless
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,Blue,True,0.5,Human-Like,,False,1.30,44.4,75,bipedal_tailless
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,Green,True,0.5,Grass,,False,1.40,27.0,200,several_limbs
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,Blue,True,0.5,Water_2,,False,0.41,7.0,190,with_fins
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,Blue,True,0.5,Water_2,,False,1.19,24.0,75,with_fins
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,Blue,True,0.5,Undiscovered,,False,0.99,65.0,25,two_wings
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,White,True,0.5,Monster,Grass,False,0.99,50.5,120,bipedal_tailed
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,White,True,0.5,Monster,Grass,True,2.21,135.5,60,bipedal_tailed
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,Black,True,0.5,Field,,False,1.09,34.0,45,bipedal_tailed
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,Grey,False,,Mineral,,False,1.19,180.0,30,head_arms
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,Pink,True,0.5,Monster,,False,1.70,140.0,30,bipedal_tailless
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,Grey,True,0.5,Monster,Field,False,2.39,282.8,30,bipedal_tailed
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,Blue,True,0.5,Grass,,False,2.01,128.6,30,bipedal_tailless
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,Yellow,True,0.75,Human-Like,,False,1.80,138.6,30,bipedal_tailed
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,Red,True,0.75,Human-Like,,False,1.60,68.0,30,bipedal_tailed
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,White,True,0.875,Flying,Fairy,False,1.50,38.0,30,two_wings
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,Green,True,0.5,Bug,,False,1.91,51.5,30,four_wings
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,Green,True,0.875,Field,,False,0.99,25.5,45,quadruped
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,Blue,True,0.875,Field,,False,0.79,25.9,45,quadruped
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,Purple,True,0.5,Bug,,False,2.01,42.5,30,two_wings
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,Brown,True,0.5,Field,,False,2.49,291.0,50,quadruped
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,Red,False,,Mineral,,False,0.89,34.0,30,head_arms
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,White,True,1,Amorphous,,True,1.60,52.0,45,bipedal_tailless
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,Grey,True,0.5,Mineral,,False,1.40,340.0,60,multiple_bodies
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,Black,True,0.5,Amorphous,,False,2.21,106.6,45,head_arms
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,White,True,0,Fairy,Mineral,False,1.30,26.6,75,head_arms
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,Red,False,,Amorphous,,False,0.30,0.3,45,head_only
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,Yellow,False,,Undiscovered,,False,0.30,0.3,3,bipedal_tailed
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,Pink,False,,Undiscovered,,False,0.30,0.3,3,bipedal_tailed
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,Blue,False,,Undiscovered,,False,0.30,0.3,3,bipedal_tailed
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,White,False,,Undiscovered,,False,5.41,683.0,3,quadruped
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,Purple,False,,Undiscovered,,False,4.19,336.0,3,bipedal_tailed
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,Brown,True,0.5,Undiscovered,,False,1.70,430.0,3,quadruped
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,True,White,False,,Undiscovered,,False,3.71,420.0,3,bipedal_tailless
487,Giratina,Ghost,Dragon,680,150,120,100,120,100,90,4,True,Black,False,,Undiscovered,,False,6.91,650.0,3,serpentine_body
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,False,Yellow,True,0,Undiscovered,,False,1.50,85.6,3,serpentine_body
489,Phione,Water,,480,80,80,80,80,80,80,4,False,Blue,False,,Water_1,Fairy,False,0.41,3.1,30,head_arms
490,Manaphy,Water,,600,100,100,100,100,100,100,4,False,Blue,False,,Water_1,Fairy,False,0.30,1.4,3,bipedal_tailless
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,True,Black,False,,Undiscovered,,False,1.50,50.5,3,bipedal_tailless
492,Shaymin,Grass,,600,100,100,100,100,100,100,4,True,Green,False,,Undiscovered,,False,0.20,2.1,45,quadruped
493,Arceus,Normal,,720,120,120,120,120,120,120,4,True,Grey,False,,Undiscovered,,False,3.20,320.0,3,quadruped
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True,Yellow,False,,Undiscovered,,False,0.41,4.0,3,bipedal_tailless
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,Green,True,0.875,Field,Grass,False,0.61,8.1,45,bipedal_tailed
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,Green,True,0.875,Field,Grass,False,0.79,16.0,45,bipedal_tailed
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,Green,True,0.875,Field,Grass,False,3.30,63.0,45,serpentine_body
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,Red,True,0.875,Field,,False,0.51,9.9,45,quadruped
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,Red,True,0.875,Field,,False,0.99,55.5,45,bipedal_tailed
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,Red,True,0.875,Field,,False,1.60,150.0,45,bipedal_tailed
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,Blue,True,0.875,Field,,False,0.51,5.9,45,bipedal_tailed
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,Blue,True,0.875,Field,,False,0.79,24.5,45,bipedal_tailed
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,Blue,True,0.875,Field,,False,1.50,94.6,45,quadruped
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,Brown,True,0.5,Field,,False,0.51,11.6,255,quadruped
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,Brown,True,0.5,Field,,False,1.09,27.0,255,bipedal_tailed
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,Brown,True,0.5,Field,,False,0.41,4.1,255,quadruped
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,Grey,True,0.5,Field,,False,0.89,14.7,120,quadruped
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,Grey,True,0.5,Field,,False,1.19,61.0,45,quadruped
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,Purple,True,0.5,Field,,False,0.41,10.1,255,quadruped
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,Purple,True,0.5,Field,,False,1.09,37.5,90,quadruped
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,Green,True,0.875,Field,,False,0.61,10.5,190,bipedal_tailed
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,Green,True,0.875,Field,,False,1.09,30.5,75,bipedal_tailed
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,Red,True,0.875,Field,,False,0.61,11.0,190,bipedal_tailed
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,Red,True,0.875,Field,,False,0.99,28.0,75,bipedal_tailed
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,Blue,True,0.875,Field,,False,0.61,13.5,190,bipedal_tailed
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,Blue,True,0.875,Field,,False,0.99,29.0,75,bipedal_tailed
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,Pink,True,0.5,Field,,False,0.61,23.3,190,quadruped
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,Pink,True,0.5,Field,,False,1.09,60.5,75,bipedal_tailless
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,Grey,True,0.5,Flying,,False,0.30,2.1,255,two_wings
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,Grey,True,0.5,Flying,,False,0.61,15.0,120,two_wings
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,Grey,True,0.5,Flying,,False,1.19,29.0,45,two_wings
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,Black,True,0.5,Field,,False,0.79,29.8,190,quadruped
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,Black,True,0.5,Field,,False,1.60,79.5,75,quadruped
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,Blue,True,0.5,Mineral,,False,0.41,18.0,255,head_legs
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,Blue,True,0.5,Mineral,,False,0.89,102.0,120,several_limbs
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,Blue,True,0.5,Mineral,,False,1.70,260.0,45,several_limbs
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,Blue,True,0.5,Field,Flying,False,0.41,2.1,190,two_wings
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,Blue,True,0.5,Field,Flying,False,0.89,10.5,45,two_wings
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,Grey,True,0.5,Field,,False,0.30,8.5,120,bipedal_tailed
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,Grey,True,0.5,Field,,False,0.71,40.4,60,bipedal_tailless
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,Pink,True,0.5,Fairy,,True,1.09,31.0,255,bipedal_tailed
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,Grey,True,0.75,Human-Like,,False,0.61,12.5,180,bipedal_tailless
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,Grey,True,0.75,Human-Like,,False,1.19,40.0,90,bipedal_tailless
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,Grey,True,0.75,Human-Like,,False,1.40,87.0,45,bipedal_tailless
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,Blue,True,0.5,Water_1,,False,0.51,4.5,255,with_fins
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,Blue,True,0.5,Water_1,,False,0.79,17.0,120,bipedal_tailed
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,Blue,True,0.5,Water_1,,False,1.50,62.0,45,bipedal_tailless
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,Red,True,1,Human-Like,,False,1.30,55.5,45,bipedal_tailless
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,Blue,True,1,Human-Like,,False,1.40,51.0,45,bipedal_tailless
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,Yellow,True,0.5,Bug,,False,0.30,2.5,255,insectoid
